name,size,totalRevenue,industry,businessType,country,website
FarmTech Dynamics,SMALL,1544213,Agritech,B2C,SE,https://farmtech.com
CropGenius AI,MICRO,454960,Agritech,B2C,US,https://cropgenius.com
HarvestIQ,LARGE,329087306,Agritech,B2C,IE,https://harvestiq.com
SoilSense Analytics,MEDIUM,39812053,Agritech,B2B,US,https://soilsense.us
SmartFarm Innovations,LARGE,361229839,Agritech,B2C,JP,https://smartfarm.com
AgroVision Labs,SMALL,620922,Agritech,B2C,US,https://agrovision.com
FutureYield Technologies,MEDIUM,38560220,Agritech,B2B,FI,https://futureyield.com
BioGrow Systems,MEDIUM,35354029,Agritech,B2B,NO,https://biogrow.com
PrecisionAg AI,MEDIUM,17920633,Agritech,B2C,IE,https://precisionag.ie
LexiTech Solutions,LARGE,178230764,LegalTech,B2B,CH,https://lexitech.com
JurisAI,MEDIUM,17379191,LegalTech,B2C,JP,https://jurisai.com
LawBotics,MICRO,157541,LegalTech,B2C,DE,https://lawbotics.de
RegulaTech,SMALL,3686346,LegalTech,B2B,AT,https://regulatech.com
LegalEase AI,SMALL,537086,LegalTech,B2C,FR,https://legalease.fr
CaseSmart Analytics,MEDIUM,34018781,LegalTech,B2B,IE,https://casesmart.com
Veridoc Systems,LARGE,90435106,LegalTech,B2B,DK,https://veridoc.com
CourtFlow Technologies,MEDIUM,42151256,LegalTech,B2C,HK,https://courtflow.com
ComplianceHub,SMALL,3463319,LegalTech,B2C,US,https://compliancehub.com
LawSync Innovations,MEDIUM,43073785,LegalTech,B2C,SG,https://lawsync.sg
BioNext Genomics,MEDIUM,10315750,Biotech & Bioinformatics,B2C,FR,https://bionextgenomics.com
GenomeTech Innovations,MICRO,90128,Biotech & Bioinformatics,B2B,IL,https://genometech.com
LifeCode Analytics,MICRO,191341,Biotech & Bioinformatics,B2B,GB,https://lifecode.com
NanoMed Systems,SMALL,1501702,Biotech & Bioinformatics,B2B,US,https://nanomed.com
BioInformatica Labs,MEDIUM,26355591,Biotech & Bioinformatics,B2C,US,https://bioinformatica.com
PrecisionBio AI,MEDIUM,20605830,Biotech & Bioinformatics,B2C,US,https://precisionbio.com
NextGen Biotech,MICRO,484933,Biotech & Bioinformatics,B2B,DE,https://nextgenbiotech.com
MediGenome Solutions,MICRO,27356,Biotech & Bioinformatics,B2B,SG,https://medigenome.com
GeneticInsight AI,MEDIUM,16071859,Biotech & Bioinformatics,B2C,GB,https://geneticinsight.com
OmicsData Systems,SMALL,2138153,Biotech & Bioinformatics,B2B,US,https://omicsdata.com
MetaSphere Labs,MEDIUM,43578478,Metaverse & Web3,B2C,AU,https://metasphere.com
Web3 Nexus,MEDIUM,7463117,Metaverse & Web3,B2C,AU,https://web3nexus.com
VirtuaWorlds,MICRO,145819,Metaverse & Web3,B2B,ES,https://virtuaworlds.com
DecentralGrid,MEDIUM,10077353,Metaverse & Web3,B2B,KR,https://decentralgrid.com
HorizonVerse,LARGE,353349134,Metaverse & Web3,B2C,CH,https://horizonverse.com
NFTGalaxy,MICRO,431946,Metaverse & Web3,B2C,CA,https://nftgalaxy.ca
MetaFusion Studios,MICRO,233451,Metaverse & Web3,B2C,NL,https://metafusion.com
ImmersiTech Labs,MICRO,45579,Metaverse & Web3,B2C,KR,https://immersitech.com
VRX Dynamics,SMALL,4120177,Metaverse & Web3,B2C,NL,https://vrxdynamics.com
ChainReality,MEDIUM,43116859,Metaverse & Web3,B2C,CN,https://chainreality.com
HyperCompute Solutions,MEDIUM,35642008,High-Performance Computing,B2C,FI,https://hypercompute.com
ExaScale Systems,SMALL,1954508,High-Performance Computing,B2C,IL,https://exascale.com
QuantumCore AI,SMALL,1316392,High-Performance Computing,B2B,NZ,https://quantumcore.com
ComputeGrid Networks,SMALL,1458282,High-Performance Computing,B2B,US,https://computegrid.us
PetaFlop Dynamics,LARGE,99641203,High-Performance Computing,B2B,SE,https://petaflop.com
NeuralSpeed Technologies,LARGE,497032354,High-Performance Computing,B2B,FR,https://neuralspeed.com
AccelCompute Labs,MEDIUM,47327344,High-Performance Computing,B2C,NL,https://accelcompute.com
NextGen HPC,MICRO,349087,High-Performance Computing,B2B,DK,https://nextgenhpc.com
MaxFlow Computing,SMALL,1230932,High-Performance Computing,B2C,DK,https://maxflow.com
InfinityCore Systems,LARGE,130832480,High-Performance Computing,B2B,GB,https://infinitycore.com
GigSphere Networks,SMALL,3137831,Crowdsourcing & Gig Economy Platforms,B2C,CA,https://gigsphere.com
TaskHive Solutions,SMALL,2773115,Crowdsourcing & Gig Economy Platforms,B2C,NL,https://taskhive.nl
FreelanceFusion,MEDIUM,19550122,Crowdsourcing & Gig Economy Platforms,B2B,NL,https://freelancefusion.com
CrowdTask Pro,MEDIUM,12837185,Crowdsourcing & Gig Economy Platforms,B2C,CH,https://crowdtask.com
CollabNation,MICRO,451357,Crowdsourcing & Gig Economy Platforms,B2B,FR,https://collabnation.com
WorkWave Hub,MEDIUM,12462177,Crowdsourcing & Gig Economy Platforms,B2B,IL,https://workwave.com
TalentMesh,LARGE,272412619,Crowdsourcing & Gig Economy Platforms,B2B,CA,https://talentmesh.com
GigConnect,LARGE,268606979,Crowdsourcing & Gig Economy Platforms,B2C,HK,https://gigconnect.com
SkillLink,SMALL,3386827,Crowdsourcing & Gig Economy Platforms,B2B,FR,https://skilllink.com
MicroTaskX,LARGE,263208561,Crowdsourcing & Gig Economy Platforms,B2B,GB,https://microtaskx.com
PrecisionMed AI,MICRO,463365,Personalized & Precision Medicine,B2C,FR,https://precisionmed.com
GenomicHealth Labs,SMALL,2953186,Personalized & Precision Medicine,B2B,BE,https://genomichealth.com
TailorCare Solutions,LARGE,334570008,Personalized & Precision Medicine,B2B,AT,https://tailorcare.com
PersonalizedMedTech,MICRO,470343,Personalized & Precision Medicine,B2B,KR,https://personalizedmed.com
BioFit Analytics,MICRO,129783,Personalized & Precision Medicine,B2C,IT,https://biofit.com
NanoCure Systems,MICRO,47098,Personalized & Precision Medicine,B2B,CH,https://nanocure.com
MediSync Precision,MEDIUM,21234471,Personalized & Precision Medicine,B2C,KR,https://medisync.kr
GenomeCare Tech,MEDIUM,26810140,Personalized & Precision Medicine,B2C,IS,https://genomecare.is
WellnessPath AI,MEDIUM,7945448,Personalized & Precision Medicine,B2B,DE,https://wellnesspath.com
TheraGenX,MICRO,255876,Personalized & Precision Medicine,B2C,SE,https://theragenx.com
NeuroWear Innovations,MICRO,54626,Human Augmentation & Wearable Implants,B2C,DK,https://neurowear.com
AugmentX Labs,MICRO,412861,Human Augmentation & Wearable Implants,B2B,DE,https://augmentx.com
CyberLimb Systems,LARGE,257337591,Human Augmentation & Wearable Implants,B2B,CA,https://cyberlimb.com
BioEnhance Tech,SMALL,2359370,Human Augmentation & Wearable Implants,B2B,CA,https://bioenhance.com
WearableX,MEDIUM,9692921,Human Augmentation & Wearable Implants,B2B,SG,https://wearablex.com
NeuralSync Technologies,SMALL,4909507,Human Augmentation & Wearable Implants,B2B,LU,https://neuralsync.com
BionicFuture,LARGE,317195279,Human Augmentation & Wearable Implants,B2B,AU,https://bionicfuture.au
BodySync Augmentations,MICRO,470640,Human Augmentation & Wearable Implants,B2B,NZ,https://bodysync.com
NextGen Wearables,MEDIUM,27102361,Human Augmentation & Wearable Implants,B2C,HK,https://nextgenwearables.com
SensoryBoost,MICRO,398784,Human Augmentation & Wearable Implants,B2C,NL,https://sensoryboost.com
CyberPhys Dynamics,MICRO,266501,Cyber-Physical Systems,B2C,CA,https://cyberphys.ca
MechaMind Systems,MEDIUM,18223233,Cyber-Physical Systems,B2B,CN,https://mechamind.com
PhysicalNet AI,MICRO,489040,Cyber-Physical Systems,B2B,KR,https://physicalnet.com
NeuralMech Solutions,MICRO,65889,Cyber-Physical Systems,B2C,SE,https://neuralmech.com
IntegratedCyberTech,LARGE,305045216,Cyber-Physical Systems,B2C,FR,https://integratedcyber.fr
RoboticNexus,MEDIUM,40717593,Cyber-Physical Systems,B2C,SE,https://roboticnexus.com
CyberMechanica,SMALL,4607507,Cyber-Physical Systems,B2B,SG,https://cybermechanica.sg
IoT-Physical Grid,MICRO,436301,Cyber-Physical Systems,B2B,SG,https://iotphysicalgrid.com
PhysioSync AI,SMALL,1046469,Cyber-Physical Systems,B2C,NO,https://physiosync.com
MechaLink Solutions,MICRO,144644,Cyber-Physical Systems,B2B,JP,https://mechalink.com
OrbitalLink Systems,SMALL,3319841,Space Technology & Satellite Communications,B2C,AT,https://orbitallink.com
StellarCom Networks,LARGE,345633792,Space Technology & Satellite Communications,B2C,SG,https://stellarcom.sg
SatNet Global,SMALL,2947743,Space Technology & Satellite Communications,B2C,SE,https://satnet.com
GalacticData Solutions,MICRO,381228,Space Technology & Satellite Communications,B2B,GB,https://galacticdata.com
QuantumSat Labs,MEDIUM,18229617,Space Technology & Satellite Communications,B2C,NZ,https://quantumsat.com
DeepSpaceCom,MICRO,120869,Space Technology & Satellite Communications,B2B,SE,https://deepspacecom.com
SatelliteSync Tech,MICRO,132635,Space Technology & Satellite Communications,B2B,CH,https://satellitesync.com
AstroWave Communications,LARGE,153251737,Space Technology & Satellite Communications,B2B,IL,https://astrowave.com
LunarLink Technologies,LARGE,450327971,Space Technology & Satellite Communications,B2C,DE,https://lunarlink.com
CosmosNet AI,LARGE,270403049,Space Technology & Satellite Communications,B2B,DE,https://cosmosnet.com
EdgeFlow Systems,MEDIUM,6566214,Edge Computing,B2B,CN,https://edgeflowsys.com
NextGen EdgeTech,MICRO,437112,Edge Computing,B2C,FR,https://nextgenedge.com
Peripheral Compute,SMALL,3271736,Edge Computing,B2C,GB,https://peripheralcompute.gb
EdgeSpeed Solutions,MEDIUM,49982892,Edge Computing,B2B,NO,https://edgespeed.com
Cloud Periphery,MEDIUM,14866338,Edge Computing,B2B,SE,https://cloudperiphery.com
Borderline AI,LARGE,319868346,Edge Computing,B2C,NL,https://borderlineai.com
Edge Matrix,LARGE,147476836,Edge Computing,B2C,KR,https://edgematrix.com
Frontline Compute,LARGE,417103556,Edge Computing,B2B,CA,https://frontlinecompute.com
NanoEdge Tech,MICRO,200690,Edge Computing,B2C,US,https://nanoedge.com
HyperEdge Systems,LARGE,209432213,Edge Computing,B2B,GB,https://hyperedge.gb
FogNet Solutions,MEDIUM,43283232,Fog Computing,B2C,DE,https://fognet.com
MistCloud Technologies,SMALL,1648952,Fog Computing,B2C,KR,https://mistcloud.com
Nebula Compute,MICRO,195421,Fog Computing,B2C,IL,https://nebulacompute.com
Distributed Fog Systems,SMALL,1583311,Fog Computing,B2C,NL,https://distfogsys.com
Low-Latency Cloud,MEDIUM,24873141,Fog Computing,B2B,JP,https://lowlatcloud.com
Horizon Fog Tech,LARGE,131265241,Fog Computing,B2B,IL,https://horizonfog.com
MicroFog Solutions,MEDIUM,24727377,Fog Computing,B2C,AU,https://microfog.com
Stratus Computing,LARGE,268306862,Fog Computing,B2B,BE,https://stratuscompute.com
CloudMist Systems,MEDIUM,13087414,Fog Computing,B2C,US,https://cloudmist.com
AeroFog Networks,MEDIUM,5304390,Fog Computing,B2C,KR,https://aerofog.com
SenseTouch Labs,MICRO,80404,Haptic Technology,B2C,DE,https://sensetouch.com
HapticXperience,MICRO,487050,Haptic Technology,B2C,HK,https://hapticxperience.hk
FeelTech Systems,MICRO,158506,Haptic Technology,B2C,GB,https://feeltech.com
Tactile Innovations,MICRO,207161,Haptic Technology,B2C,US,https://tactileinnovations.com
NeuroHaptics,SMALL,1021028,Haptic Technology,B2B,US,https://neurohaptics.com
ImmersiTouch,SMALL,2099308,Haptic Technology,B2C,JP,https://immersitouch.com
VirtualSense Tech,MICRO,294182,Haptic Technology,B2B,BE,https://virtualsense.com
Haptic Pulse,LARGE,246021906,Haptic Technology,B2C,CA,https://hapticpulse.com
TactaTech,SMALL,4116276,Haptic Technology,B2C,AT,https://tactatech.com
RealTouch Solutions,LARGE,223613456,Haptic Technology,B2C,HK,https://realtouch.hk
CyberTrace Labs,MEDIUM,36702767,Digital Forensics & Ethical Hacking,B2C,NL,https://cybertrace.com
ForensiTech Solutions,LARGE,335542944,Digital Forensics & Ethical Hacking,B2B,IT,https://forensitech.it
HackDefend Systems,MEDIUM,42153502,Digital Forensics & Ethical Hacking,B2C,US,https://hackdefend.us
TraceIntel,MEDIUM,40414434,Digital Forensics & Ethical Hacking,B2B,GB,https://traceintel.com
Ethical CyberSec,MEDIUM,42340016,Digital Forensics & Ethical Hacking,B2B,NZ,https://ethicalcybersec.com
DigitalCrackdown,MICRO,262827,Digital Forensics & Ethical Hacking,B2C,SE,https://digitalcrackdown.com
SecuForensics,LARGE,62100264,Digital Forensics & Ethical Hacking,B2B,CH,https://secuforensics.com
ThreatZero Solutions,SMALL,1549852,Digital Forensics & Ethical Hacking,B2C,NL,https://threatzero.com
Pentest Innovations,LARGE,113974606,Digital Forensics & Ethical Hacking,B2C,CA,https://pentestinnovations.com
DarkNet Insights,SMALL,2242060,Digital Forensics & Ethical Hacking,B2C,CH,https://darknetinsights.com
NeuroLink Systems,MEDIUM,31743492,Neurotechnology & Brain-Computer Interfaces,B2B,IL,https://neurolink.com
MindWave Tech,SMALL,3963214,Neurotechnology & Brain-Computer Interfaces,B2C,FI,https://mindwave.com
BrainSync Innovations,LARGE,174208868,Neurotechnology & Brain-Computer Interfaces,B2B,AE,https://brainsync.com
CerebraConnect,MEDIUM,43647009,Neurotechnology & Brain-Computer Interfaces,B2B,KR,https://cerebraconnect.com
Cognisense Labs,MEDIUM,41321182,Neurotechnology & Brain-Computer Interfaces,B2B,JP,https://cognisense.jp
NeuroPulse Technologies,SMALL,916299,Neurotechnology & Brain-Computer Interfaces,B2C,GB,https://neuropulse.com
Synapse AI,SMALL,4545836,Neurotechnology & Brain-Computer Interfaces,B2C,NL,https://synapseai.nl
NeuroSync Systems,LARGE,59210495,Neurotechnology & Brain-Computer Interfaces,B2B,DK,https://neurosync.com
CortexLink,MEDIUM,49206337,Neurotechnology & Brain-Computer Interfaces,B2C,IE,https://cortexlink.com
MindMesh Technologies,MICRO,126193,Neurotechnology & Brain-Computer Interfaces,B2B,SE,https://mindmesh.se
DeepFakery Labs,MICRO,334325,Synthetic Media & Deepfake Technology,B2B,SE,https://deepfakerylabs.com
SynthVision,MEDIUM,35787809,Synthetic Media & Deepfake Technology,B2B,GB,https://synthvision.com
AI Mirage Studios,MEDIUM,32882048,Synthetic Media & Deepfake Technology,B2B,US,https://aimiragestudios.com
RealSynth AI,SMALL,2234487,Synthetic Media & Deepfake Technology,B2C,SE,https://realsynth.se
HyperClone Media,MICRO,318417,Synthetic Media & Deepfake Technology,B2C,NL,https://hyperclonemedia.nl
DeepEcho Productions,LARGE,128044221,Synthetic Media & Deepfake Technology,B2B,CH,https://deepecho.com
SyntheticFrames,MICRO,409810,Synthetic Media & Deepfake Technology,B2C,ES,https://syntheticframes.com
IlluSynth Creations,SMALL,1260324,Synthetic Media & Deepfake Technology,B2B,US,https://illusynth.com
FauxReality Labs,MEDIUM,30155226,Synthetic Media & Deepfake Technology,B2B,FR,https://fauxrealitylabs.com
NeuralReplica,MICRO,301243,Synthetic Media & Deepfake Technology,B2C,IE,https://neuralreplica.com
AutoML Innovate,MICRO,77860,Automated Machine Learning,B2C,CN,https://automlinnovate.com
Machine Learning Forge,MICRO,85908,Automated Machine Learning,B2C,SE,https://mlforge.com
NeuralAutomate,SMALL,2832711,Automated Machine Learning,B2C,FI,https://neuralautomate.com
RapidAI Modelers,MEDIUM,12636239,Automated Machine Learning,B2B,DE,https://rapidaimodelers.com
SmartTrain AI,SMALL,3230137,Automated Machine Learning,B2B,US,https://smarttrain.com
DeepFlow Automate,MICRO,232854,Automated Machine Learning,B2C,NL,https://deepflowautomate.com
AI ModelSmiths,LARGE,258076263,Automated Machine Learning,B2C,NL,https://aimodelsmiths.nl
AutoTrain Systems,LARGE,97542929,Automated Machine Learning,B2B,CN,https://autotrainsystems.cn
NeuroTune AI,SMALL,1938294,Automated Machine Learning,B2C,NO,https://neurotune.com
SwiftML Labs,SMALL,3270530,Automated Machine Learning,B2B,KR,https://swiftmllabs.kr
ExplainAI Insights,LARGE,437495913,Explainable AI,B2C,LU,https://explainai.lu
AI Transparency Hub,MICRO,383990,Explainable AI,B2B,IL,https://aitransparencyhub.com
NeuroExplain Labs,LARGE,288866657,Explainable AI,B2C,NL,https://neuroexplainlabs.nl
GlassBox AI,LARGE,53150832,Explainable AI,B2B,JP,https://glassboxai.com
WhiteBox Neural,SMALL,4368433,Explainable AI,B2C,US,https://whiteboxneural.com
Interpreto AI,LARGE,177531357,Explainable AI,B2B,SE,https://interpreto.com
ClearMind AI,SMALL,753147,Explainable AI,B2C,IE,https://clearmindai.com
AI Rationale,LARGE,78944178,Explainable AI,B2B,FI,https://airationale.com
CognExplain Systems,MEDIUM,35210959,Explainable AI,B2B,US,https://cognexplain.com
LogicLayer AI,SMALL,2048346,Explainable AI,B2C,DK,https://logiclayerai.com
HiveMind Technologies,MEDIUM,43206780,Swarm Intelligence & Collective Computing,B2C,CN,https://hivemindtech.com
SwarmLogic Systems,MEDIUM,5400662,Swarm Intelligence & Collective Computing,B2C,US,https://swarmlogicsys.com
ColonyCompute,LARGE,102817196,Swarm Intelligence & Collective Computing,B2B,SG,https://colonycompute.com
NeuroSwarm AI,SMALL,1310369,Swarm Intelligence & Collective Computing,B2C,DK,https://neuroswarm.com
Synaptic Hive,MICRO,65046,Swarm Intelligence & Collective Computing,B2C,SE,https://synaptichive.com
ClusterBrain Analytics,SMALL,1511559,Swarm Intelligence & Collective Computing,B2B,NZ,https://clusterbrain.com
Cooperative AI Labs,MEDIUM,26359227,Swarm Intelligence & Collective Computing,B2C,LU,https://coopailabs.com
SwarmNet Innovations,LARGE,495217516,Swarm Intelligence & Collective Computing,B2B,GB,https://swarmnetinnovations.com
IntelliSwarm Solutions,LARGE,323795912,Swarm Intelligence & Collective Computing,B2C,US,https://intelliswarm.com
CollectiveIQ AI,LARGE,195944414,Swarm Intelligence & Collective Computing,B2B,NL,https://collectiveiq.com
CloudFusion Networks,LARGE,250345629,Hybrid Cloud & Multi-Cloud Solutions,B2B,DK,https://cloudfusionnet.com
StratoSync Solutions,MICRO,453572,Hybrid Cloud & Multi-Cloud Solutions,B2B,HK,https://stratosyncsolutions.com
NimbusGrid Technologies,MICRO,411216,Hybrid Cloud & Multi-Cloud Solutions,B2C,NL,https://nimbusgridtech.com
OmniCloud Systems,MICRO,199873,Hybrid Cloud & Multi-Cloud Solutions,B2C,CN,https://omnicloudsys.com
SkyBridge MultiCloud,LARGE,461987453,Hybrid Cloud & Multi-Cloud Solutions,B2C,AT,https://skybridgemc.at
HyperScale Cloudworks,MEDIUM,26216069,Hybrid Cloud & Multi-Cloud Solutions,B2B,CN,https://hyperscalecloud.com
AgileCloud Nexus,MICRO,469901,Hybrid Cloud & Multi-Cloud Solutions,B2B,SE,https://agilecloudnexus.com
MetaSphere Computing,LARGE,146504975,Hybrid Cloud & Multi-Cloud Solutions,B2C,DE,https://metaspherecomputing.com
PolyCloud Connect,SMALL,1133181,Hybrid Cloud & Multi-Cloud Solutions,B2C,CH,https://polycloudconnect.com
FusionEdge Cloud Services,LARGE,123270633,Hybrid Cloud & Multi-Cloud Solutions,B2B,SG,https://fusionedgecloud.com
LambdaScale,MEDIUM,39967702,Serverless Computing,B2B,FI,https://lambdascale.com
NanoCloudOps,LARGE,239199492,Serverless Computing,B2B,BE,https://nanocloudops.be
StatelessRun,SMALL,4496901,Serverless Computing,B2B,CH,https://statelessrun.com
InstantLambda,MICRO,213585,Serverless Computing,B2B,SE,https://instantlambda.com
AutoScaleX,SMALL,3706797,Serverless Computing,B2B,LU,https://autoscalex.com
ZeroInfra,SMALL,2603986,Serverless Computing,B2B,SG,https://zeroinfra.com
EdgeFunctions,LARGE,341249773,Serverless Computing,B2C,NO,https://edgefunctions.com
CloudlessTech,MEDIUM,7462103,Serverless Computing,B2C,AT,https://cloudlesstech.com
MicroserviceHub,SMALL,3168211,Serverless Computing,B2C,DE,https://microservicehub.com
EventDrivenSys,MICRO,106580,Serverless Computing,B2C,CH,https://eventdrivensys.com
CyberShield360,SMALL,3407954,Cyber-Resilience & Digital Risk Management,B2C,AT,https://cybershield360.com
FortiDefend,MICRO,212295,Cyber-Resilience & Digital Risk Management,B2B,CN,https://fortidefend.com
ResilientSec,MICRO,435985,Cyber-Resilience & Digital Risk Management,B2C,DE,https://resilientsec.de
DigitalFortress,SMALL,1955845,Cyber-Resilience & Digital Risk Management,B2C,SG,https://digitalfortress.com
PermaSecure,SMALL,3304086,Cyber-Resilience & Digital Risk Management,B2C,CH,https://permasecure.com
ThreatAdapt,SMALL,3294713,Cyber-Resilience & Digital Risk Management,B2C,CN,https://threatadapt.cn
AdaptiveRisk,MICRO,67946,Cyber-Resilience & Digital Risk Management,B2B,DK,https://adaptiverisk.com
CyberArmor,LARGE,438900780,Cyber-Resilience & Digital Risk Management,B2C,DK,https://cyberarmor.com
SecureContinuum,LARGE,459934807,Cyber-Resilience & Digital Risk Management,B2B,CA,https://securecontinuum.com
SafeHorizon,LARGE,327974615,Cyber-Resilience & Digital Risk Management,B2B,IL,https://safehorizon.com
AccessSentinel,SMALL,3582220,Identity & Access Management,B2C,CN,https://accesssentinel.com
AuthSync,SMALL,3812275,Identity & Access Management,B2C,SE,https://authsync.com
KeyFort,MEDIUM,17641789,Identity & Access Management,B2C,SE,https://keyfort.com
ZeroTrustID,SMALL,564965,Identity & Access Management,B2B,SE,https://zerotrustid.com
IdentityVault,MEDIUM,6342275,Identity & Access Management,B2C,EE,https://identityvault.com
IAMShield,LARGE,267762370,Identity & Access Management,B2B,CA,https://iamshield.com
KeyGuardX,LARGE,181280350,Identity & Access Management,B2C,KR,https://keyguardx.com
SecureAuthen,SMALL,4714992,Identity & Access Management,B2B,IE,https://secureauthen.com
TrustBridge,MICRO,472973,Identity & Access Management,B2C,NL,https://trustbridge.com
BioAccessX,MICRO,245518,Identity & Access Management,B2B,CA,https://bioaccessx.com
XRVerse,MICRO,163282,Extended Reality Ecosystems,B2C,US,https://xrverse.com
ImmersiTech,MICRO,271119,Extended Reality Ecosystems,B2C,DE,https://immersitech.de
HoloHorizon,SMALL,3665108,Extended Reality Ecosystems,B2C,KR,https://holohorizon.com
Augmenta,SMALL,3173311,Extended Reality Ecosystems,B2C,JP,https://augmenta.jp
VisionSphere,SMALL,2315203,Extended Reality Ecosystems,B2B,US,https://visionsphere.com
MetaScape,SMALL,1694445,Extended Reality Ecosystems,B2B,PT,https://metascape.com
VividReality,MICRO,414084,Extended Reality Ecosystems,B2B,HK,https://vividreality.com
NeoSim,MICRO,491735,Extended Reality Ecosystems,B2C,GB,https://neosim.com
InfiniteXR,SMALL,1612332,Extended Reality Ecosystems,B2B,SE,https://infinitexr.com
SensoryLink,MICRO,270923,Extended Reality Ecosystems,B2C,JP,https://sensorylink.com
ChatNova,MICRO,454558,Conversational AI & Chatbots,B2B,CN,https://chatnova.com
AIChatter,MEDIUM,27482985,Conversational AI & Chatbots,B2B,US,https://aichatter.com
BotFlow,MEDIUM,46908915,Conversational AI & Chatbots,B2C,DK,https://botflow.com
TalkSync,MICRO,467317,Conversational AI & Chatbots,B2C,DE,https://talksync.com
ConversoAI,MICRO,61476,Conversational AI & Chatbots,B2C,FR,https://conversoai.com
VocalBotics,SMALL,1119893,Conversational AI & Chatbots,B2C,SG,https://vocalbotics.com
LinguaAI,MEDIUM,35226415,Conversational AI & Chatbots,B2C,CA,https://linguaai.com
EchoMind,MICRO,114844,Conversational AI & Chatbots,B2C,FI,https://echomind.com
Dialogix,MEDIUM,9696267,Conversational AI & Chatbots,B2C,FR,https://dialogix.com
AIParley,MEDIUM,32415644,Conversational AI & Chatbots,B2B,US,https://aiparley.us
DecentraMind,MICRO,163520,Federated Learning & Decentralized AI,B2C,IT,https://decentramind.it
AICollective,LARGE,268812073,Federated Learning & Decentralized AI,B2B,NL,https://aicollective.com
FederAI,SMALL,1402470,Federated Learning & Decentralized AI,B2B,KR,https://federai.com
SynapNet,MICRO,190680,Federated Learning & Decentralized AI,B2B,IS,https://synapnet.is
Cognichain,MICRO,430546,Federated Learning & Decentralized AI,B2C,CN,https://cognichain.com
NeuroMesh,MEDIUM,37427554,Federated Learning & Decentralized AI,B2B,FI,https://neuromesh.com
AIConsensus,SMALL,3164070,Federated Learning & Decentralized AI,B2B,JP,https://aiconsensus.jp
PrivAI,MEDIUM,10079841,Federated Learning & Decentralized AI,B2C,CA,https://privai.ca
DistributedGenius,SMALL,2492394,Federated Learning & Decentralized AI,B2C,AU,https://distributedgenius.au
EdgeMind,MEDIUM,32449199,Federated Learning & Decentralized AI,B2C,KR,https://edgemind.com
SovereignID Systems,LARGE,479323474,Data Sovereignty & Digital Identity Solutions,B2B,GB,https://sovereignid.gb
DigiLock Identity,MICRO,147784,Data Sovereignty & Digital Identity Solutions,B2B,FR,https://digilockidentity.com
TrustVault Solutions,MICRO,348923,Data Sovereignty & Digital Identity Solutions,B2C,GB,https://trustvault.com
PrivacyChain Labs,LARGE,128274987,Data Sovereignty & Digital Identity Solutions,B2C,DK,https://privacychain.com
IdentityShield AI,SMALL,2548123,Data Sovereignty & Digital Identity Solutions,B2C,AU,https://identityshield.au
BlockAuth Technologies,LARGE,174225371,Data Sovereignty & Digital Identity Solutions,B2B,FI,https://blockauth.com
VeriPersona,MICRO,308908,Data Sovereignty & Digital Identity Solutions,B2C,JP,https://veripersona.com
SecuraID Solutions,SMALL,1855343,Data Sovereignty & Digital Identity Solutions,B2B,HK,https://securaid.com
DigitalTrust Gateway,MEDIUM,21602705,Data Sovereignty & Digital Identity Solutions,B2C,DE,https://digitaltrustgateway.com
SafeKey Digital,LARGE,60184887,Data Sovereignty & Digital Identity Solutions,B2C,US,https://safekey.com
DeFi Nexus,SMALL,2915091,Smart Contracts & Decentralized Finance,B2C,IE,https://definexus.ie
SmartLedger Systems,MEDIUM,13005085,Smart Contracts & Decentralized Finance,B2C,US,https://smartledger.us
ChainFund Solutions,SMALL,3216749,Smart Contracts & Decentralized Finance,B2C,KR,https://chainfund.kr
CryptoYield Strategies,MICRO,350413,Smart Contracts & Decentralized Finance,B2B,US,https://cryptoyield.com
TokenTrust Finance,LARGE,256933729,Smart Contracts & Decentralized Finance,B2C,CH,https://tokentrust.com
AutoSwap Protocol,MEDIUM,16318877,Smart Contracts & Decentralized Finance,B2B,DK,https://autoswap.dk
DeFiFortress,MICRO,136340,Smart Contracts & Decentralized Finance,B2C,CN,https://defifortress.com
EthTrust Smart,MICRO,422385,Smart Contracts & Decentralized Finance,B2B,FR,https://ethtrust.com
SecureDeFi Network,SMALL,594036,Smart Contracts & Decentralized Finance,B2B,IE,https://securedefi.com
BlockWealth Solutions,MICRO,223756,Smart Contracts & Decentralized Finance,B2C,IL,https://blockwealth.com
ZeroShield Security,MEDIUM,6448407,Zero Trust Architecture,B2B,EE,https://zeroshield.com
TrustlessGate,MICRO,45695,Zero Trust Architecture,B2B,JP,https://trustlessgate.com
PerimeterZero,LARGE,462203275,Zero Trust Architecture,B2B,AT,https://perimeterzero.com
ZTrust Tech,MICRO,121644,Zero Trust Architecture,B2C,GB,https://ztrust.com
ZeroPerimeter Systems,LARGE,310391304,Zero Trust Architecture,B2C,GB,https://zeroperimeter.com
AuthZero Solutions,LARGE,68792842,Zero Trust Architecture,B2B,IS,https://authzero.com
SecureAccess AI,LARGE,213607628,Zero Trust Architecture,B2B,CN,https://secureaccess.com
BeyondWall Security,MICRO,318998,Zero Trust Architecture,B2B,LU,https://beyondwall.com
VerifyFirst Technologies,SMALL,1705305,Zero Trust Architecture,B2C,SE,https://verifyfirst.com
TrustZero Cyber,MEDIUM,23699169,Zero Trust Architecture,B2C,CH,https://trustzero.ch
